번호,언어 제공자 ID,취득연도,방향,타입(단어/문장),파일명,한국어
2830,4,2017,정면,단어,KETI_SL_0000002830.MOV,오른쪽-눈
3658,5,2017,정면,단어,KETI_SL_0000003658.MOV,오른쪽-눈
4504,6,2017,정면,단어,KETI_SL_0000004504.MOV,오른쪽-눈
5343,7,2017,정면,단어,KETI_SL_0000005343.MOV,오른쪽-눈
7018,9,2017,정면,단어,KETI_SL_0000007018.MOV,오른쪽-눈
7856,10,2017,정면,단어,KETI_SL_0000007856.MOV,오른쪽-눈
315,1,2017,정면,단어,KETI_SL_0000000315.MOV,오른쪽-귀
1149,2,2017,정면,단어,KETI_SL_0000001149.MTS,오른쪽-귀
1915,3,2017,정면,단어,KETI_SL_0000001915.MOV,오른쪽-귀
2829,4,2017,정면,단어,KETI_SL_0000002829.MOV,오른쪽-귀
3657,5,2017,정면,단어,KETI_SL_0000003657.MOV,오른쪽-귀
4503,6,2017,정면,단어,KETI_SL_0000004503.MOV,오른쪽-귀
5342,7,2017,정면,단어,KETI_SL_0000005342.MOV,오른쪽-귀
6181,8,2017,정면,단어,KETI_SL_0000006181.MOV,오른쪽-귀
7017,9,2017,정면,단어,KETI_SL_0000007017.MOV,오른쪽-귀
7855,10,2017,정면,단어,KETI_SL_0000007855.MOV,오른쪽-귀
314,1,2017,정면,단어,KETI_SL_0000000314.MOV,오른쪽
1148,2,2017,정면,단어,KETI_SL_0000001148.MTS,오른쪽
1914,3,2017,정면,단어,KETI_SL_0000001914.MOV,오른쪽
2828,4,2017,정면,단어,KETI_SL_0000002828.MOV,오른쪽
3656,5,2017,정면,단어,KETI_SL_0000003656.MOV,오른쪽
4502,6,2017,정면,단어,KETI_SL_0000004502.MOV,오른쪽
5341,7,2017,정면,단어,KETI_SL_0000005341.MOV,오른쪽
6180,8,2017,정면,단어,KETI_SL_0000006180.MOV,오른쪽
7016,9,2017,정면,단어,KETI_SL_0000007016.MOV,오른쪽
7854,10,2017,정면,단어,KETI_SL_0000007854.MOV,오른쪽
313,1,2017,정면,단어,KETI_SL_0000000313.MOV,오늘
1147,2,2017,정면,단어,KETI_SL_0000001147.MTS,오늘
1913,3,2017,정면,단어,KETI_SL_0000001913.MOV,오늘
2827,4,2017,정면,단어,KETI_SL_0000002827.MOV,오늘
3655,5,2017,정면,단어,KETI_SL_0000003655.MOV,오늘
4501,6,2017,정면,단어,KETI_SL_0000004501.MOV,오늘
5340,7,2017,정면,단어,KETI_SL_0000005340.MOV,오늘
6179,8,2017,정면,단어,KETI_SL_0000006179.MOV,오늘
7015,9,2017,정면,단어,KETI_SL_0000007015.MOV,오늘
7853,10,2017,정면,단어,KETI_SL_0000007853.MOV,오늘
312,1,2017,정면,단어,KETI_SL_0000000312.MOV,옆쪽
1146,2,2017,정면,단어,KETI_SL_0000001146.MTS,옆쪽
1912,3,2017,정면,단어,KETI_SL_0000001912.MOV,옆쪽
2826,4,2017,정면,단어,KETI_SL_0000002826.MOV,옆쪽
3654,5,2017,정면,단어,KETI_SL_0000003654.MOV,옆쪽
4500,6,2017,정면,단어,KETI_SL_0000004500.MOV,옆쪽
5339,7,2017,정면,단어,KETI_SL_0000005339.MOV,옆쪽
6178,8,2017,정면,단어,KETI_SL_0000006178.MOV,옆쪽
7014,9,2017,정면,단어,KETI_SL_0000007014.MOV,옆쪽
7852,10,2017,정면,단어,KETI_SL_0000007852.MOV,옆쪽
8440,1,2017,정면,문장,KETI_SL_0000008440.MOV,옆집에 불이 났어요
8650,2,2017,정면,문장,KETI_SL_0000008650.MTS,옆집에 불이 났어요
8860,3,2017,정면,문장,KETI_SL_0000008860.MOV,옆집에 불이 났어요
9070,4,2017,정면,문장,KETI_SL_0000009070.MOV,옆집에 불이 났어요
9280,5,2017,정면,문장,KETI_SL_0000009280.MOV,옆집에 불이 났어요
9490,6,2017,정면,문장,KETI_SL_0000009490.MOV,옆집에 불이 났어요
9700,7,2017,정면,문장,KETI_SL_0000009700.MOV,옆집에 불이 났어요
9910,8,2017,정면,문장,KETI_SL_0000009910.MOV,옆집에 불이 났어요
10120,9,2017,정면,문장,KETI_SL_0000010120.MOV,옆집에 불이 났어요
10330,10,2017,정면,문장,KETI_SL_0000010330.MOV,옆집에 불이 났어요
311,1,2017,정면,단어,KETI_SL_0000000311.MOV,옆집사람
1145,2,2017,정면,단어,KETI_SL_0000001145.MTS,옆집사람
1910,3,2017,정면,단어,KETI_SL_0000001910.MOV,옆집사람
2825,4,2017,정면,단어,KETI_SL_0000002825.MOV,옆집사람
3653,5,2017,정면,단어,KETI_SL_0000003653.MOV,옆집사람
4499,6,2017,정면,단어,KETI_SL_0000004499.MOV,옆집사람
5338,7,2017,정면,단어,KETI_SL_0000005338.MOV,옆집사람
6177,8,2017,정면,단어,KETI_SL_0000006177.MOV,옆집사람
7013,9,2017,정면,단어,KETI_SL_0000007013.MOV,옆집사람
7851,10,2017,정면,단어,KETI_SL_0000007851.MOV,옆집사람
1144,2,2017,정면,단어,KETI_SL_0000001144.MTS,옆집 할아버지
310,1,2017,정면,단어,KETI_SL_0000000310.MOV,옆집 할아버지
1909,3,2017,정면,단어,KETI_SL_0000001909.MOV,옆집 할아버지
2824,4,2017,정면,단어,KETI_SL_0000002824.MOV,옆집 할아버지
3652,5,2017,정면,단어,KETI_SL_0000003652.MOV,옆집 할아버지
4498,6,2017,정면,단어,KETI_SL_0000004498.MOV,옆집 할아버지
5337,7,2017,정면,단어,KETI_SL_0000005337.MOV,옆집 할아버지
6176,8,2017,정면,단어,KETI_SL_0000006176.MOV,옆집 할아버지
7012,9,2017,정면,단어,KETI_SL_0000007012.MOV,옆집 할아버지
7850,10,2017,정면,단어,KETI_SL_0000007850.MOV,옆집 할아버지
1143,2,2017,정면,단어,KETI_SL_0000001143.MTS,옆집 아저씨
309,1,2017,정면,단어,KETI_SL_0000000309.MOV,옆집 아저씨
1908,3,2017,정면,단어,KETI_SL_0000001908.MOV,옆집 아저씨
2823,4,2017,정면,단어,KETI_SL_0000002823.MOV,옆집 아저씨
3651,5,2017,정면,단어,KETI_SL_0000003651.MOV,옆집 아저씨
4497,6,2017,정면,단어,KETI_SL_0000004497.MOV,옆집 아저씨
5336,7,2017,정면,단어,KETI_SL_0000005336.MOV,옆집 아저씨
6175,8,2017,정면,단어,KETI_SL_0000006175.MOV,옆집 아저씨
7011,9,2017,정면,단어,KETI_SL_0000007011.MOV,옆집 아저씨
7849,10,2017,정면,단어,KETI_SL_0000007849.MOV,옆집 아저씨
308,1,2017,정면,단어,KETI_SL_0000000308.MOV,옆집
1142,2,2017,정면,단어,KETI_SL_0000001142.MTS,옆집
1907,3,2017,정면,단어,KETI_SL_0000001907.MOV,옆집
2822,4,2017,정면,단어,KETI_SL_0000002822.MOV,옆집
3650,5,2017,정면,단어,KETI_SL_0000003650.MOV,옆집
4496,6,2017,정면,단어,KETI_SL_0000004496.MOV,옆집
5335,7,2017,정면,단어,KETI_SL_0000005335.MOV,옆집
6174,8,2017,정면,단어,KETI_SL_0000006174.MOV,옆집
7010,9,2017,정면,단어,KETI_SL_0000007010.MOV,옆집
7848,10,2017,정면,단어,KETI_SL_0000007848.MOV,옆집
307,1,2017,정면,단어,KETI_SL_0000000307.MOV,영등포구
1141,2,2017,정면,단어,KETI_SL_0000001141.MTS,영등포구
1906,3,2017,정면,단어,KETI_SL_0000001906.MOV,영등포구
2821,4,2017,정면,단어,KETI_SL_0000002821.MOV,영등포구
3649,5,2017,정면,단어,KETI_SL_0000003649.MOV,영등포구
4495,6,2017,정면,단어,KETI_SL_0000004495.MOV,영등포구
5334,7,2017,정면,단어,KETI_SL_0000005334.MOV,영등포구
6173,8,2017,정면,단어,KETI_SL_0000006173.MOV,영등포구
7009,9,2017,정면,단어,KETI_SL_0000007009.MOV,영등포구
7847,10,2017,정면,단어,KETI_SL_0000007847.MOV,영등포구
306,1,2017,정면,단어,KETI_SL_0000000306.MOV,엽총
1140,2,2017,정면,단어,KETI_SL_0000001140.MTS,엽총
1905,3,2017,정면,단어,KETI_SL_0000001905.MOV,엽총
2820,4,2017,정면,단어,KETI_SL_0000002820.MOV,엽총
3648,5,2017,정면,단어,KETI_SL_0000003648.MOV,엽총
4494,6,2017,정면,단어,KETI_SL_0000004494.MOV,엽총
5333,7,2017,정면,단어,KETI_SL_0000005333.MOV,엽총
6172,8,2017,정면,단어,KETI_SL_0000006172.MOV,엽총
7008,9,2017,정면,단어,KETI_SL_0000007008.MOV,엽총
7846,10,2017,정면,단어,KETI_SL_0000007846.MOV,엽총
305,1,2017,정면,단어,KETI_SL_0000000305.MOV,열어주세요
1139,2,2017,정면,단어,KETI_SL_0000001139.MTS,열어주세요
1904,3,2017,정면,단어,KETI_SL_0000001904.MOV,열어주세요
2819,4,2017,정면,단어,KETI_SL_0000002819.MOV,열어주세요
3647,5,2017,정면,단어,KETI_SL_0000003647.MOV,열어주세요
4493,6,2017,정면,단어,KETI_SL_0000004493.MOV,열어주세요
5332,7,2017,정면,단어,KETI_SL_0000005332.MOV,열어주세요
6171,8,2017,정면,단어,KETI_SL_0000006171.MOV,열어주세요
7007,9,2017,정면,단어,KETI_SL_0000007007.MOV,열어주세요
7845,10,2017,정면,단어,KETI_SL_0000007845.MOV,열어주세요
304,1,2017,정면,단어,KETI_SL_0000000304.MOV,열나다
1138,2,2017,정면,단어,KETI_SL_0000001138.MTS,열나다
1903,3,2017,정면,단어,KETI_SL_0000001903.MOV,열나다
2818,4,2017,정면,단어,KETI_SL_0000002818.MOV,열나다
3646,5,2017,정면,단어,KETI_SL_0000003646.MOV,열나다
4492,6,2017,정면,단어,KETI_SL_0000004492.MOV,열나다
5331,7,2017,정면,단어,KETI_SL_0000005331.MOV,열나다
6170,8,2017,정면,단어,KETI_SL_0000006170.MOV,열나다
7006,9,2017,정면,단어,KETI_SL_0000007006.MOV,열나다
7844,10,2017,정면,단어,KETI_SL_0000007844.MOV,열나다
303,1,2017,정면,단어,KETI_SL_0000000303.MOV,열
1137,2,2017,정면,단어,KETI_SL_0000001137.MTS,열
1902,3,2017,정면,단어,KETI_SL_0000001902.MOV,열
2817,4,2017,정면,단어,KETI_SL_0000002817.MOV,열
3645,5,2017,정면,단어,KETI_SL_0000003645.MOV,열
4491,6,2017,정면,단어,KETI_SL_0000004491.MOV,열
5330,7,2017,정면,단어,KETI_SL_0000005330.MOV,열
6169,8,2017,정면,단어,KETI_SL_0000006169.MOV,열
7005,9,2017,정면,단어,KETI_SL_0000007005.MOV,열
7843,10,2017,정면,단어,KETI_SL_0000007843.MOV,열
302,1,2017,정면,단어,KETI_SL_0000000302.MOV,연락해주세요
1136,2,2017,정면,단어,KETI_SL_0000001136.MTS,연락해주세요
1901,3,2017,정면,단어,KETI_SL_0000001901.MOV,연락해주세요
2816,4,2017,정면,단어,KETI_SL_0000002816.MOV,연락해주세요
3644,5,2017,정면,단어,KETI_SL_0000003644.MOV,연락해주세요
4490,6,2017,정면,단어,KETI_SL_0000004490.MOV,연락해주세요
5329,7,2017,정면,단어,KETI_SL_0000005329.MOV,연락해주세요
6168,8,2017,정면,단어,KETI_SL_0000006168.MOV,연락해주세요
7004,9,2017,정면,단어,KETI_SL_0000007004.MOV,연락해주세요
7842,10,2017,정면,단어,KETI_SL_0000007842.MOV,연락해주세요
301,1,2017,정면,단어,KETI_SL_0000000301.MOV,연기
1135,2,2017,정면,단어,KETI_SL_0000001135.MTS,연기
1898,3,2017,정면,단어,KETI_SL_0000001898.MOV,연기
2815,4,2017,정면,단어,KETI_SL_0000002815.MOV,연기
3643,5,2017,정면,단어,KETI_SL_0000003643.MOV,연기
4489,6,2017,정면,단어,KETI_SL_0000004489.MOV,연기
5328,7,2017,정면,단어,KETI_SL_0000005328.MOV,연기
6167,8,2017,정면,단어,KETI_SL_0000006167.MOV,연기
7003,9,2017,정면,단어,KETI_SL_0000007003.MOV,연기
7841,10,2017,정면,단어,KETI_SL_0000007841.MOV,연기
300,1,2017,정면,단어,KETI_SL_0000000300.MOV,여학생
1134,2,2017,정면,단어,KETI_SL_0000001134.MTS,여학생
1897,3,2017,정면,단어,KETI_SL_0000001897.MOV,여학생
2814,4,2017,정면,단어,KETI_SL_0000002814.MOV,여학생
3642,5,2017,정면,단어,KETI_SL_0000003642.MOV,여학생
4488,6,2017,정면,단어,KETI_SL_0000004488.MOV,여학생
5327,7,2017,정면,단어,KETI_SL_0000005327.MOV,여학생
6166,8,2017,정면,단어,KETI_SL_0000006166.MOV,여학생
7002,9,2017,정면,단어,KETI_SL_0000007002.MOV,여학생
7840,10,2017,정면,단어,KETI_SL_0000007840.MOV,여학생
299,1,2017,정면,단어,KETI_SL_0000000299.MOV,여자친구
1133,2,2017,정면,단어,KETI_SL_0000001133.MTS,여자친구
1896,3,2017,정면,단어,KETI_SL_0000001896.MOV,여자친구
2813,4,2017,정면,단어,KETI_SL_0000002813.MOV,여자친구
3641,5,2017,정면,단어,KETI_SL_0000003641.MOV,여자친구
4487,6,2017,정면,단어,KETI_SL_0000004487.MOV,여자친구
5326,7,2017,정면,단어,KETI_SL_0000005326.MOV,여자친구
6165,8,2017,정면,단어,KETI_SL_0000006165.MOV,여자친구
7001,9,2017,정면,단어,KETI_SL_0000007001.MOV,여자친구
7839,10,2017,정면,단어,KETI_SL_0000007839.MOV,여자친구
8383,1,2017,정면,문장,KETI_SL_0000008383.MOV,여기 서대문구 홍제동 한양아파트인데 옥상에서 사람이 떨어지려고해요
8593,2,2017,정면,문장,KETI_SL_0000008593.MTS,여기 서대문구 홍제동 한양아파트인데 옥상에서 사람이 떨어지려고해요
8803,3,2017,정면,문장,KETI_SL_0000008803.MOV,여기 서대문구 홍제동 한양아파트인데 옥상에서 사람이 떨어지려고해요
9013,4,2017,정면,문장,KETI_SL_0000009013.MOV,여기 서대문구 홍제동 한양아파트인데 옥상에서 사람이 떨어지려고해요
9223,5,2017,정면,문장,KETI_SL_0000009223.MOV,여기 서대문구 홍제동 한양아파트인데 옥상에서 사람이 떨어지려고해요
9433,6,2017,정면,문장,KETI_SL_0000009433.MOV,여기 서대문구 홍제동 한양아파트인데 옥상에서 사람이 떨어지려고해요
9643,7,2017,정면,문장,KETI_SL_0000009643.MOV,여기 서대문구 홍제동 한양아파트인데 옥상에서 사람이 떨어지려고해요
9853,8,2017,정면,문장,KETI_SL_0000009853.MOV,여기 서대문구 홍제동 한양아파트인데 옥상에서 사람이 떨어지려고해요
10063,9,2017,정면,문장,KETI_SL_0000010063.MOV,여기 서대문구 홍제동 한양아파트인데 옥상에서 사람이 떨어지려고해요
10273,10,2017,정면,문장,KETI_SL_0000010273.MOV,여기 서대문구 홍제동 한양아파트인데 옥상에서 사람이 떨어지려고해요
8442,1,2017,정면,문장,KETI_SL_0000008442.MOV,엘리베이터가 갑자기 중간에 멈췄어요
8652,2,2017,정면,문장,KETI_SL_0000008652.MTS,엘리베이터가 갑자기 중간에 멈췄어요
8862,3,2017,정면,문장,KETI_SL_0000008862.MOV,엘리베이터가 갑자기 중간에 멈췄어요
9072,4,2017,정면,문장,KETI_SL_0000009072.MOV,엘리베이터가 갑자기 중간에 멈췄어요
9282,5,2017,정면,문장,KETI_SL_0000009282.MOV,엘리베이터가 갑자기 중간에 멈췄어요
9492,6,2017,정면,문장,KETI_SL_0000009492.MOV,엘리베이터가 갑자기 중간에 멈췄어요
9702,7,2017,정면,문장,KETI_SL_0000009702.MOV,엘리베이터가 갑자기 중간에 멈췄어요
9912,8,2017,정면,문장,KETI_SL_0000009912.MOV,엘리베이터가 갑자기 중간에 멈췄어요
10122,9,2017,정면,문장,KETI_SL_0000010122.MOV,엘리베이터가 갑자기 중간에 멈췄어요
10332,10,2017,정면,문장,KETI_SL_0000010332.MOV,엘리베이터가 갑자기 중간에 멈췄어요
298,1,2017,정면,단어,KETI_SL_0000000298.MOV,엘리베이터
1132,2,2017,정면,단어,KETI_SL_0000001132.MTS,엘리베이터
1895,3,2017,정면,단어,KETI_SL_0000001895.MOV,엘리베이터
2812,4,2017,정면,단어,KETI_SL_0000002812.MOV,엘리베이터
3640,5,2017,정면,단어,KETI_SL_0000003640.MOV,엘리베이터
4486,6,2017,정면,단어,KETI_SL_0000004486.MOV,엘리베이터
5325,7,2017,정면,단어,KETI_SL_0000005325.MOV,엘리베이터
6164,8,2017,정면,단어,KETI_SL_0000006164.MOV,엘리베이터
7000,9,2017,정면,단어,KETI_SL_0000007000.MOV,엘리베이터
7838,10,2017,정면,단어,KETI_SL_0000007838.MOV,엘리베이터
8485,1,2017,정면,문장,KETI_SL_0000008485.MOV,엄마가 신장병에 있는데 쓰러지셨어요
8695,2,2017,정면,문장,KETI_SL_0000008695.MTS,엄마가 신장병에 있는데 쓰러지셨어요
8905,3,2017,정면,문장,KETI_SL_0000008905.MOV,엄마가 신장병에 있는데 쓰러지셨어요
9115,4,2017,정면,문장,KETI_SL_0000009115.MOV,엄마가 신장병에 있는데 쓰러지셨어요
9325,5,2017,정면,문장,KETI_SL_0000009325.MOV,엄마가 신장병에 있는데 쓰러지셨어요
9535,6,2017,정면,문장,KETI_SL_0000009535.MOV,엄마가 신장병에 있는데 쓰러지셨어요
9745,7,2017,정면,문장,KETI_SL_0000009745.MOV,엄마가 신장병에 있는데 쓰러지셨어요
9955,8,2017,정면,문장,KETI_SL_0000009955.MOV,엄마가 신장병에 있는데 쓰러지셨어요
10165,9,2017,정면,문장,KETI_SL_0000010165.MOV,엄마가 신장병에 있는데 쓰러지셨어요
10375,10,2017,정면,문장,KETI_SL_0000010375.MOV,엄마가 신장병에 있는데 쓰러지셨어요
297,1,2017,정면,단어,KETI_SL_0000000297.MOV,엄마
1131,2,2017,정면,단어,KETI_SL_0000001131.MTS,엄마
1894,3,2017,정면,단어,KETI_SL_0000001894.MOV,엄마
2811,4,2017,정면,단어,KETI_SL_0000002811.MOV,엄마
3639,5,2017,정면,단어,KETI_SL_0000003639.MOV,엄마
4485,6,2017,정면,단어,KETI_SL_0000004485.MOV,엄마
5324,7,2017,정면,단어,KETI_SL_0000005324.MOV,엄마
6163,8,2017,정면,단어,KETI_SL_0000006163.MOV,엄마
6999,9,2017,정면,단어,KETI_SL_0000006999.MOV,엄마
7837,10,2017,정면,단어,KETI_SL_0000007837.MOV,엄마
296,1,2017,정면,단어,KETI_SL_0000000296.MOV,얼굴
1130,2,2017,정면,단어,KETI_SL_0000001130.MTS,얼굴
1893,3,2017,정면,단어,KETI_SL_0000001893.MOV,얼굴
2810,4,2017,정면,단어,KETI_SL_0000002810.MOV,얼굴
3638,5,2017,정면,단어,KETI_SL_0000003638.MOV,얼굴
4484,6,2017,정면,단어,KETI_SL_0000004484.MOV,얼굴
5323,7,2017,정면,단어,KETI_SL_0000005323.MOV,얼굴
6162,8,2017,정면,단어,KETI_SL_0000006162.MOV,얼굴
6998,9,2017,정면,단어,KETI_SL_0000006998.MOV,얼굴
7836,10,2017,정면,단어,KETI_SL_0000007836.MOV,얼굴
295,1,2017,정면,단어,KETI_SL_0000000295.MOV,언니
1129,2,2017,정면,단어,KETI_SL_0000001129.MTS,언니
1892,3,2017,정면,단어,KETI_SL_0000001892.MOV,언니
2809,4,2017,정면,단어,KETI_SL_0000002809.MOV,언니
3637,5,2017,정면,단어,KETI_SL_0000003637.MOV,언니
4483,6,2017,정면,단어,KETI_SL_0000004483.MOV,언니
5322,7,2017,정면,단어,KETI_SL_0000005322.MOV,언니
6161,8,2017,정면,단어,KETI_SL_0000006161.MOV,언니
6997,9,2017,정면,단어,KETI_SL_0000006997.MOV,언니
7835,10,2017,정면,단어,KETI_SL_0000007835.MOV,언니
8470,1,2017,정면,문장,KETI_SL_0000008470.MOV,어지러워서 서있을 수 없어요
8680,2,2017,정면,문장,KETI_SL_0000008680.MTS,어지러워서 서있을 수 없어요
8890,3,2017,정면,문장,KETI_SL_0000008890.MOV,어지러워서 서있을 수 없어요
9100,4,2017,정면,문장,KETI_SL_0000009100.MOV,어지러워서 서있을 수 없어요
9310,5,2017,정면,문장,KETI_SL_0000009310.MOV,어지러워서 서있을 수 없어요
9520,6,2017,정면,문장,KETI_SL_0000009520.MOV,어지러워서 서있을 수 없어요
9730,7,2017,정면,문장,KETI_SL_0000009730.MOV,어지러워서 서있을 수 없어요
9940,8,2017,정면,문장,KETI_SL_0000009940.MOV,어지러워서 서있을 수 없어요
10150,9,2017,정면,문장,KETI_SL_0000010150.MOV,어지러워서 서있을 수 없어요
10360,10,2017,정면,문장,KETI_SL_0000010360.MOV,어지러워서 서있을 수 없어요
294,1,2017,정면,단어,KETI_SL_0000000294.MOV,어지러움
1128,2,2017,정면,단어,KETI_SL_0000001128.MTS,어지러움
1891,3,2017,정면,단어,KETI_SL_0000001891.MOV,어지러움
2808,4,2017,정면,단어,KETI_SL_0000002808.MOV,어지러움
3635,5,2017,정면,단어,KETI_SL_0000003635.MOV,어지러움
4482,6,2017,정면,단어,KETI_SL_0000004482.MOV,어지러움
5321,7,2017,정면,단어,KETI_SL_0000005321.MOV,어지러움
6160,8,2017,정면,단어,KETI_SL_0000006160.MOV,어지러움
6996,9,2017,정면,단어,KETI_SL_0000006996.MOV,어지러움
7834,10,2017,정면,단어,KETI_SL_0000007834.MOV,어지러움
293,1,2017,정면,단어,KETI_SL_0000000293.MOV,어제
1127,2,2017,정면,단어,KETI_SL_0000001127.MTS,어제
1890,3,2017,정면,단어,KETI_SL_0000001890.MOV,어제
2807,4,2017,정면,단어,KETI_SL_0000002807.MOV,어제
3634,5,2017,정면,단어,KETI_SL_0000003634.MOV,어제
4481,6,2017,정면,단어,KETI_SL_0000004481.MOV,어제
5320,7,2017,정면,단어,KETI_SL_0000005320.MOV,어제
6159,8,2017,정면,단어,KETI_SL_0000006159.MOV,어제
6995,9,2017,정면,단어,KETI_SL_0000006995.MOV,어제
7833,10,2017,정면,단어,KETI_SL_0000007833.MOV,어제
277,1,2017,정면,단어,KETI_SL_0000000277.MOV,어린이
1126,2,2017,정면,단어,KETI_SL_0000001126.MTS,어린이
1889,3,2017,정면,단어,KETI_SL_0000001889.MOV,어린이
2791,4,2017,정면,단어,KETI_SL_0000002791.MOV,어린이
3618,5,2017,정면,단어,KETI_SL_0000003618.MOV,어린이
4465,6,2017,정면,단어,KETI_SL_0000004465.MOV,어린이
5304,7,2017,정면,단어,KETI_SL_0000005304.MOV,어린이
6143,8,2017,정면,단어,KETI_SL_0000006143.MOV,어린이
6979,9,2017,정면,단어,KETI_SL_0000006979.MOV,어린이
7832,10,2017,정면,단어,KETI_SL_0000007832.MOV,어린이
8410,1,2017,정면,문장,KETI_SL_0000008410.MOV,어떤 사람한테 납치당했어요
8620,2,2017,정면,문장,KETI_SL_0000008620.MTS,어떤 사람한테 납치당했어요
8830,3,2017,정면,문장,KETI_SL_0000008830.MOV,어떤 사람한테 납치당했어요
9040,4,2017,정면,문장,KETI_SL_0000009040.MOV,어떤 사람한테 납치당했어요
9250,5,2017,정면,문장,KETI_SL_0000009250.MOV,어떤 사람한테 납치당했어요
9460,6,2017,정면,문장,KETI_SL_0000009460.MOV,어떤 사람한테 납치당했어요
9670,7,2017,정면,문장,KETI_SL_0000009670.MOV,어떤 사람한테 납치당했어요
9880,8,2017,정면,문장,KETI_SL_0000009880.MOV,어떤 사람한테 납치당했어요
10090,9,2017,정면,문장,KETI_SL_0000010090.MOV,어떤 사람한테 납치당했어요
10300,10,2017,정면,문장,KETI_SL_0000010300.MOV,어떤 사람한테 납치당했어요
8482,1,2017,정면,문장,KETI_SL_0000008482.MOV,어떤 사람이 칼에 찔려서 피를 많이 흘리고 있어요
8692,2,2017,정면,문장,KETI_SL_0000008692.MTS,어떤 사람이 칼에 찔려서 피를 많이 흘리고 있어요
8902,3,2017,정면,문장,KETI_SL_0000008902.MOV,어떤 사람이 칼에 찔려서 피를 많이 흘리고 있어요
9112,4,2017,정면,문장,KETI_SL_0000009112.MOV,어떤 사람이 칼에 찔려서 피를 많이 흘리고 있어요
9322,5,2017,정면,문장,KETI_SL_0000009322.MOV,어떤 사람이 칼에 찔려서 피를 많이 흘리고 있어요
9532,6,2017,정면,문장,KETI_SL_0000009532.MOV,어떤 사람이 칼에 찔려서 피를 많이 흘리고 있어요
9742,7,2017,정면,문장,KETI_SL_0000009742.MOV,어떤 사람이 칼에 찔려서 피를 많이 흘리고 있어요
9952,8,2017,정면,문장,KETI_SL_0000009952.MOV,어떤 사람이 칼에 찔려서 피를 많이 흘리고 있어요
10162,9,2017,정면,문장,KETI_SL_0000010162.MOV,어떤 사람이 칼에 찔려서 피를 많이 흘리고 있어요
10372,10,2017,정면,문장,KETI_SL_0000010372.MOV,어떤 사람이 칼에 찔려서 피를 많이 흘리고 있어요
8387,1,2017,정면,문장,KETI_SL_0000008387.MOV,어떤 사람이 칼로 위협하고 있어요
8597,2,2017,정면,문장,KETI_SL_0000008597.MTS,어떤 사람이 칼로 위협하고 있어요
8807,3,2017,정면,문장,KETI_SL_0000008807.MOV,어떤 사람이 칼로 위협하고 있어요
9017,4,2017,정면,문장,KETI_SL_0000009017.MOV,어떤 사람이 칼로 위협하고 있어요
9227,5,2017,정면,문장,KETI_SL_0000009227.MOV,어떤 사람이 칼로 위협하고 있어요
9437,6,2017,정면,문장,KETI_SL_0000009437.MOV,어떤 사람이 칼로 위협하고 있어요
9647,7,2017,정면,문장,KETI_SL_0000009647.MOV,어떤 사람이 칼로 위협하고 있어요
9857,8,2017,정면,문장,KETI_SL_0000009857.MOV,어떤 사람이 칼로 위협하고 있어요
10067,9,2017,정면,문장,KETI_SL_0000010067.MOV,어떤 사람이 칼로 위협하고 있어요
10277,10,2017,정면,문장,KETI_SL_0000010277.MOV,어떤 사람이 칼로 위협하고 있어요
8400,1,2017,정면,문장,KETI_SL_0000008400.MOV,어떤 사람이 집단폭력을 당하고 있어요
8610,2,2017,정면,문장,KETI_SL_0000008610.MTS,어떤 사람이 집단폭력을 당하고 있어요
8820,3,2017,정면,문장,KETI_SL_0000008820.MOV,어떤 사람이 집단폭력을 당하고 있어요
9030,4,2017,정면,문장,KETI_SL_0000009030.MOV,어떤 사람이 집단폭력을 당하고 있어요
9240,5,2017,정면,문장,KETI_SL_0000009240.MOV,어떤 사람이 집단폭력을 당하고 있어요
9450,6,2017,정면,문장,KETI_SL_0000009450.MOV,어떤 사람이 집단폭력을 당하고 있어요
9660,7,2017,정면,문장,KETI_SL_0000009660.MOV,어떤 사람이 집단폭력을 당하고 있어요
9870,8,2017,정면,문장,KETI_SL_0000009870.MOV,어떤 사람이 집단폭력을 당하고 있어요
10080,9,2017,정면,문장,KETI_SL_0000010080.MOV,어떤 사람이 집단폭력을 당하고 있어요
10290,10,2017,정면,문장,KETI_SL_0000010290.MOV,어떤 사람이 집단폭력을 당하고 있어요
8435,1,2017,정면,문장,KETI_SL_0000008435.MOV,어떤 사람이 저를 죽이려고 해요
8645,2,2017,정면,문장,KETI_SL_0000008645.MTS,어떤 사람이 저를 죽이려고 해요
8855,3,2017,정면,문장,KETI_SL_0000008855.MOV,어떤 사람이 저를 죽이려고 해요
9065,4,2017,정면,문장,KETI_SL_0000009065.MOV,어떤 사람이 저를 죽이려고 해요
9275,5,2017,정면,문장,KETI_SL_0000009275.MOV,어떤 사람이 저를 죽이려고 해요
9485,6,2017,정면,문장,KETI_SL_0000009485.MOV,어떤 사람이 저를 죽이려고 해요
9695,7,2017,정면,문장,KETI_SL_0000009695.MOV,어떤 사람이 저를 죽이려고 해요
9905,8,2017,정면,문장,KETI_SL_0000009905.MOV,어떤 사람이 저를 죽이려고 해요
10115,9,2017,정면,문장,KETI_SL_0000010115.MOV,어떤 사람이 저를 죽이려고 해요
10325,10,2017,정면,문장,KETI_SL_0000010325.MOV,어떤 사람이 저를 죽이려고 해요
