번호,언어 제공자 ID,취득연도,방향,타입(단어/문장),파일명,한국어
3674,5,2017,정면,단어,KETI_SL_0000003674.MOV,91
4520,6,2017,정면,단어,KETI_SL_0000004520.MOV,91
5359,7,2017,정면,단어,KETI_SL_0000005359.MOV,91
6198,8,2017,정면,단어,KETI_SL_0000006198.MOV,91
7034,9,2017,정면,단어,KETI_SL_0000007034.MOV,91
7872,10,2017,정면,단어,KETI_SL_0000007872.MOV,91
331,1,2017,정면,단어,KETI_SL_0000000331.MOV,92
1165,2,2017,정면,단어,KETI_SL_0000001165.MTS,92
1932,3,2017,정면,단어,KETI_SL_0000001932.MOV,92
2845,4,2017,정면,단어,KETI_SL_0000002845.MOV,92
3673,5,2017,정면,단어,KETI_SL_0000003673.MOV,92
4519,6,2017,정면,단어,KETI_SL_0000004519.MOV,92
5358,7,2017,정면,단어,KETI_SL_0000005358.MOV,92
6197,8,2017,정면,단어,KETI_SL_0000006197.MOV,92
7033,9,2017,정면,단어,KETI_SL_0000007033.MOV,92
7871,10,2017,정면,단어,KETI_SL_0000007871.MOV,92
330,1,2017,정면,단어,KETI_SL_0000000330.MOV,93
1164,2,2017,정면,단어,KETI_SL_0000001164.MTS,93
1931,3,2017,정면,단어,KETI_SL_0000001931.MOV,93
2844,4,2017,정면,단어,KETI_SL_0000002844.MOV,93
3672,5,2017,정면,단어,KETI_SL_0000003672.MOV,93
4518,6,2017,정면,단어,KETI_SL_0000004518.MOV,93
5357,7,2017,정면,단어,KETI_SL_0000005357.MOV,93
6196,8,2017,정면,단어,KETI_SL_0000006196.MOV,93
7032,9,2017,정면,단어,KETI_SL_0000007032.MOV,93
7870,10,2017,정면,단어,KETI_SL_0000007870.MOV,93
329,1,2017,정면,단어,KETI_SL_0000000329.MOV,94
1163,2,2017,정면,단어,KETI_SL_0000001163.MTS,94
1930,3,2017,정면,단어,KETI_SL_0000001930.MOV,94
2843,4,2017,정면,단어,KETI_SL_0000002843.MOV,94
3671,5,2017,정면,단어,KETI_SL_0000003671.MOV,94
4517,6,2017,정면,단어,KETI_SL_0000004517.MOV,94
5356,7,2017,정면,단어,KETI_SL_0000005356.MOV,94
6195,8,2017,정면,단어,KETI_SL_0000006195.MOV,94
7031,9,2017,정면,단어,KETI_SL_0000007031.MOV,94
7869,10,2017,정면,단어,KETI_SL_0000007869.MOV,94
328,1,2017,정면,단어,KETI_SL_0000000328.MOV,95
1162,2,2017,정면,단어,KETI_SL_0000001162.MTS,95
1929,3,2017,정면,단어,KETI_SL_0000001929.MOV,95
2842,4,2017,정면,단어,KETI_SL_0000002842.MOV,95
3670,5,2017,정면,단어,KETI_SL_0000003670.MOV,95
4516,6,2017,정면,단어,KETI_SL_0000004516.MOV,95
5355,7,2017,정면,단어,KETI_SL_0000005355.MOV,95
6194,8,2017,정면,단어,KETI_SL_0000006194.MOV,95
7030,9,2017,정면,단어,KETI_SL_0000007030.MOV,95
7868,10,2017,정면,단어,KETI_SL_0000007868.MOV,95
327,1,2017,정면,단어,KETI_SL_0000000327.MOV,96
1161,2,2017,정면,단어,KETI_SL_0000001161.MTS,96
1928,3,2017,정면,단어,KETI_SL_0000001928.MOV,96
2841,4,2017,정면,단어,KETI_SL_0000002841.MOV,96
3669,5,2017,정면,단어,KETI_SL_0000003669.MOV,96
4515,6,2017,정면,단어,KETI_SL_0000004515.MOV,96
5354,7,2017,정면,단어,KETI_SL_0000005354.MOV,96
6193,8,2017,정면,단어,KETI_SL_0000006193.MOV,96
7029,9,2017,정면,단어,KETI_SL_0000007029.MOV,96
7867,10,2017,정면,단어,KETI_SL_0000007867.MOV,96
326,1,2017,정면,단어,KETI_SL_0000000326.MOV,97
1160,2,2017,정면,단어,KETI_SL_0000001160.MTS,97
1927,3,2017,정면,단어,KETI_SL_0000001927.MOV,97
2840,4,2017,정면,단어,KETI_SL_0000002840.MOV,97
3668,5,2017,정면,단어,KETI_SL_0000003668.MOV,97
4514,6,2017,정면,단어,KETI_SL_0000004514.MOV,97
5353,7,2017,정면,단어,KETI_SL_0000005353.MOV,97
6192,8,2017,정면,단어,KETI_SL_0000006192.MOV,97
7028,9,2017,정면,단어,KETI_SL_0000007028.MOV,97
7866,10,2017,정면,단어,KETI_SL_0000007866.MOV,97
325,1,2017,정면,단어,KETI_SL_0000000325.MOV,98
1159,2,2017,정면,단어,KETI_SL_0000001159.MTS,98
1926,3,2017,정면,단어,KETI_SL_0000001926.MOV,98
2839,4,2017,정면,단어,KETI_SL_0000002839.MOV,98
3667,5,2017,정면,단어,KETI_SL_0000003667.MOV,98
4513,6,2017,정면,단어,KETI_SL_0000004513.MOV,98
5352,7,2017,정면,단어,KETI_SL_0000005352.MOV,98
6191,8,2017,정면,단어,KETI_SL_0000006191.MOV,98
7027,9,2017,정면,단어,KETI_SL_0000007027.MOV,98
7865,10,2017,정면,단어,KETI_SL_0000007865.MOV,98
324,1,2017,정면,단어,KETI_SL_0000000324.MOV,99
1158,2,2017,정면,단어,KETI_SL_0000001158.MTS,99
1925,3,2017,정면,단어,KETI_SL_0000001925.MOV,99
2838,4,2017,정면,단어,KETI_SL_0000002838.MOV,99
3666,5,2017,정면,단어,KETI_SL_0000003666.MOV,99
4512,6,2017,정면,단어,KETI_SL_0000004512.MOV,99
5351,7,2017,정면,단어,KETI_SL_0000005351.MOV,99
6190,8,2017,정면,단어,KETI_SL_0000006190.MOV,99
7026,9,2017,정면,단어,KETI_SL_0000007026.MOV,99
7864,10,2017,정면,단어,KETI_SL_0000007864.MOV,99
323,1,2017,정면,단어,KETI_SL_0000000323.MOV,100
1157,2,2017,정면,단어,KETI_SL_0000001157.MTS,100
1924,3,2017,정면,단어,KETI_SL_0000001924.MOV,100
2837,4,2017,정면,단어,KETI_SL_0000002837.MOV,100
3665,5,2017,정면,단어,KETI_SL_0000003665.MOV,100
4511,6,2017,정면,단어,KETI_SL_0000004511.MOV,100
5350,7,2017,정면,단어,KETI_SL_0000005350.MOV,100
6189,8,2017,정면,단어,KETI_SL_0000006189.MOV,100
7025,9,2017,정면,단어,KETI_SL_0000007025.MOV,100
7863,10,2017,정면,단어,KETI_SL_0000007863.MOV,100
322,1,2017,정면,단어,KETI_SL_0000000322.MOV,101
1156,2,2017,정면,단어,KETI_SL_0000001156.MTS,101
1923,3,2017,정면,단어,KETI_SL_0000001923.MOV,101
2836,4,2017,정면,단어,KETI_SL_0000002836.MOV,101
3664,5,2017,정면,단어,KETI_SL_0000003664.MOV,101
4510,6,2017,정면,단어,KETI_SL_0000004510.MOV,101
5349,7,2017,정면,단어,KETI_SL_0000005349.MOV,101
6188,8,2017,정면,단어,KETI_SL_0000006188.MOV,101
7024,9,2017,정면,단어,KETI_SL_0000007024.MOV,101
7862,10,2017,정면,단어,KETI_SL_0000007862.MOV,101
321,1,2017,정면,단어,KETI_SL_0000000321.MOV,102
1155,2,2017,정면,단어,KETI_SL_0000001155.MTS,102
1921,3,2017,정면,단어,KETI_SL_0000001921.MOV,102
2835,4,2017,정면,단어,KETI_SL_0000002835.MOV,102
3663,5,2017,정면,단어,KETI_SL_0000003663.MOV,102
4509,6,2017,정면,단어,KETI_SL_0000004509.MOV,102
5348,7,2017,정면,단어,KETI_SL_0000005348.MOV,102
6187,8,2017,정면,단어,KETI_SL_0000006187.MOV,102
7023,9,2017,정면,단어,KETI_SL_0000007023.MOV,102
7861,10,2017,정면,단어,KETI_SL_0000007861.MOV,102
320,1,2017,정면,단어,KETI_SL_0000000320.MOV,103
1154,2,2017,정면,단어,KETI_SL_0000001154.MTS,103
1920,3,2017,정면,단어,KETI_SL_0000001920.MOV,103
2834,4,2017,정면,단어,KETI_SL_0000002834.MOV,103
3662,5,2017,정면,단어,KETI_SL_0000003662.MOV,103
4508,6,2017,정면,단어,KETI_SL_0000004508.MOV,103
5347,7,2017,정면,단어,KETI_SL_0000005347.MOV,103
6186,8,2017,정면,단어,KETI_SL_0000006186.MOV,103
7022,9,2017,정면,단어,KETI_SL_0000007022.MOV,103
7860,10,2017,정면,단어,KETI_SL_0000007860.MOV,103
319,1,2017,정면,단어,KETI_SL_0000000319.MOV,104
1153,2,2017,정면,단어,KETI_SL_0000001153.MTS,104
1919,3,2017,정면,단어,KETI_SL_0000001919.MOV,104
2833,4,2017,정면,단어,KETI_SL_0000002833.MOV,104
3661,5,2017,정면,단어,KETI_SL_0000003661.MOV,104
4507,6,2017,정면,단어,KETI_SL_0000004507.MOV,104
5346,7,2017,정면,단어,KETI_SL_0000005346.MOV,104
6185,8,2017,정면,단어,KETI_SL_0000006185.MOV,104
7021,9,2017,정면,단어,KETI_SL_0000007021.MOV,104
7859,10,2017,정면,단어,KETI_SL_0000007859.MOV,104
318,1,2017,정면,단어,KETI_SL_0000000318.MOV,105
1152,2,2017,정면,단어,KETI_SL_0000001152.MTS,105
1918,3,2017,정면,단어,KETI_SL_0000001918.MOV,105
2832,4,2017,정면,단어,KETI_SL_0000002832.MOV,105
3660,5,2017,정면,단어,KETI_SL_0000003660.MOV,105
4506,6,2017,정면,단어,KETI_SL_0000004506.MOV,105
5345,7,2017,정면,단어,KETI_SL_0000005345.MOV,105
6184,8,2017,정면,단어,KETI_SL_0000006184.MOV,105
7020,9,2017,정면,단어,KETI_SL_0000007020.MOV,105
7858,10,2017,정면,단어,KETI_SL_0000007858.MOV,105
317,1,2017,정면,단어,KETI_SL_0000000317.MOV,106
1151,2,2017,정면,단어,KETI_SL_0000001151.MTS,106
1917,3,2017,정면,단어,KETI_SL_0000001917.MOV,106
2831,4,2017,정면,단어,KETI_SL_0000002831.MOV,106
3659,5,2017,정면,단어,KETI_SL_0000003659.MOV,106
4505,6,2017,정면,단어,KETI_SL_0000004505.MOV,106
5344,7,2017,정면,단어,KETI_SL_0000005344.MOV,106
6183,8,2017,정면,단어,KETI_SL_0000006183.MOV,106
7019,9,2017,정면,단어,KETI_SL_0000007019.MOV,106
7857,10,2017,정면,단어,KETI_SL_0000007857.MOV,106
6182,8,2017,정면,단어,KETI_SL_0000006182.MOV,107
316,1,2017,정면,단어,KETI_SL_0000000316.MOV,107
1150,2,2017,정면,단어,KETI_SL_0000001150.MTS,107
1916,3,2017,정면,단어,KETI_SL_0000001916.MOV,107
2830,4,2017,정면,단어,KETI_SL_0000002830.MOV,107
3658,5,2017,정면,단어,KETI_SL_0000003658.MOV,107
4504,6,2017,정면,단어,KETI_SL_0000004504.MOV,107
5343,7,2017,정면,단어,KETI_SL_0000005343.MOV,107
7018,9,2017,정면,단어,KETI_SL_0000007018.MOV,107
7856,10,2017,정면,단어,KETI_SL_0000007856.MOV,107
315,1,2017,정면,단어,KETI_SL_0000000315.MOV,108
1149,2,2017,정면,단어,KETI_SL_0000001149.MTS,108
1915,3,2017,정면,단어,KETI_SL_0000001915.MOV,108
2829,4,2017,정면,단어,KETI_SL_0000002829.MOV,108
3657,5,2017,정면,단어,KETI_SL_0000003657.MOV,108
4503,6,2017,정면,단어,KETI_SL_0000004503.MOV,108
5342,7,2017,정면,단어,KETI_SL_0000005342.MOV,108
6181,8,2017,정면,단어,KETI_SL_0000006181.MOV,108
7017,9,2017,정면,단어,KETI_SL_0000007017.MOV,108
7855,10,2017,정면,단어,KETI_SL_0000007855.MOV,108
314,1,2017,정면,단어,KETI_SL_0000000314.MOV,109
1148,2,2017,정면,단어,KETI_SL_0000001148.MTS,109
1914,3,2017,정면,단어,KETI_SL_0000001914.MOV,109
2828,4,2017,정면,단어,KETI_SL_0000002828.MOV,109
3656,5,2017,정면,단어,KETI_SL_0000003656.MOV,109
4502,6,2017,정면,단어,KETI_SL_0000004502.MOV,109
5341,7,2017,정면,단어,KETI_SL_0000005341.MOV,109
6180,8,2017,정면,단어,KETI_SL_0000006180.MOV,109
7016,9,2017,정면,단어,KETI_SL_0000007016.MOV,109
7854,10,2017,정면,단어,KETI_SL_0000007854.MOV,109
313,1,2017,정면,단어,KETI_SL_0000000313.MOV,110
1147,2,2017,정면,단어,KETI_SL_0000001147.MTS,110
1913,3,2017,정면,단어,KETI_SL_0000001913.MOV,110
2827,4,2017,정면,단어,KETI_SL_0000002827.MOV,110
3655,5,2017,정면,단어,KETI_SL_0000003655.MOV,110
4501,6,2017,정면,단어,KETI_SL_0000004501.MOV,110
5340,7,2017,정면,단어,KETI_SL_0000005340.MOV,110
6179,8,2017,정면,단어,KETI_SL_0000006179.MOV,110
7015,9,2017,정면,단어,KETI_SL_0000007015.MOV,110
7853,10,2017,정면,단어,KETI_SL_0000007853.MOV,110
312,1,2017,정면,단어,KETI_SL_0000000312.MOV,111
1146,2,2017,정면,단어,KETI_SL_0000001146.MTS,111
1912,3,2017,정면,단어,KETI_SL_0000001912.MOV,111
2826,4,2017,정면,단어,KETI_SL_0000002826.MOV,111
3654,5,2017,정면,단어,KETI_SL_0000003654.MOV,111
4500,6,2017,정면,단어,KETI_SL_0000004500.MOV,111
5339,7,2017,정면,단어,KETI_SL_0000005339.MOV,111
6178,8,2017,정면,단어,KETI_SL_0000006178.MOV,111
7014,9,2017,정면,단어,KETI_SL_0000007014.MOV,111
7852,10,2017,정면,단어,KETI_SL_0000007852.MOV,111
311,1,2017,정면,단어,KETI_SL_0000000311.MOV,112
1145,2,2017,정면,단어,KETI_SL_0000001145.MTS,112
1910,3,2017,정면,단어,KETI_SL_0000001910.MOV,112
2825,4,2017,정면,단어,KETI_SL_0000002825.MOV,112
3653,5,2017,정면,단어,KETI_SL_0000003653.MOV,112
4499,6,2017,정면,단어,KETI_SL_0000004499.MOV,112
5338,7,2017,정면,단어,KETI_SL_0000005338.MOV,112
6177,8,2017,정면,단어,KETI_SL_0000006177.MOV,112
7013,9,2017,정면,단어,KETI_SL_0000007013.MOV,112
7851,10,2017,정면,단어,KETI_SL_0000007851.MOV,112
1144,2,2017,정면,단어,KETI_SL_0000001144.MTS,113
310,1,2017,정면,단어,KETI_SL_0000000310.MOV,113
1909,3,2017,정면,단어,KETI_SL_0000001909.MOV,113
2824,4,2017,정면,단어,KETI_SL_0000002824.MOV,113
3652,5,2017,정면,단어,KETI_SL_0000003652.MOV,113
4498,6,2017,정면,단어,KETI_SL_0000004498.MOV,113
5337,7,2017,정면,단어,KETI_SL_0000005337.MOV,113
6176,8,2017,정면,단어,KETI_SL_0000006176.MOV,113
7012,9,2017,정면,단어,KETI_SL_0000007012.MOV,113
7850,10,2017,정면,단어,KETI_SL_0000007850.MOV,113
1143,2,2017,정면,단어,KETI_SL_0000001143.MTS,114
309,1,2017,정면,단어,KETI_SL_0000000309.MOV,114
1908,3,2017,정면,단어,KETI_SL_0000001908.MOV,114
2823,4,2017,정면,단어,KETI_SL_0000002823.MOV,114
3651,5,2017,정면,단어,KETI_SL_0000003651.MOV,114
4497,6,2017,정면,단어,KETI_SL_0000004497.MOV,114
5336,7,2017,정면,단어,KETI_SL_0000005336.MOV,114
6175,8,2017,정면,단어,KETI_SL_0000006175.MOV,114
7011,9,2017,정면,단어,KETI_SL_0000007011.MOV,114
7849,10,2017,정면,단어,KETI_SL_0000007849.MOV,114
308,1,2017,정면,단어,KETI_SL_0000000308.MOV,115
1142,2,2017,정면,단어,KETI_SL_0000001142.MTS,115
1907,3,2017,정면,단어,KETI_SL_0000001907.MOV,115
2822,4,2017,정면,단어,KETI_SL_0000002822.MOV,115
3650,5,2017,정면,단어,KETI_SL_0000003650.MOV,115
4496,6,2017,정면,단어,KETI_SL_0000004496.MOV,115
5335,7,2017,정면,단어,KETI_SL_0000005335.MOV,115
6174,8,2017,정면,단어,KETI_SL_0000006174.MOV,115
7010,9,2017,정면,단어,KETI_SL_0000007010.MOV,115
7848,10,2017,정면,단어,KETI_SL_0000007848.MOV,115
307,1,2017,정면,단어,KETI_SL_0000000307.MOV,116
1141,2,2017,정면,단어,KETI_SL_0000001141.MTS,116
1906,3,2017,정면,단어,KETI_SL_0000001906.MOV,116
2821,4,2017,정면,단어,KETI_SL_0000002821.MOV,116
3649,5,2017,정면,단어,KETI_SL_0000003649.MOV,116
4495,6,2017,정면,단어,KETI_SL_0000004495.MOV,116
5334,7,2017,정면,단어,KETI_SL_0000005334.MOV,116
6173,8,2017,정면,단어,KETI_SL_0000006173.MOV,116
7009,9,2017,정면,단어,KETI_SL_0000007009.MOV,116
7847,10,2017,정면,단어,KETI_SL_0000007847.MOV,116
306,1,2017,정면,단어,KETI_SL_0000000306.MOV,117
1140,2,2017,정면,단어,KETI_SL_0000001140.MTS,117
1905,3,2017,정면,단어,KETI_SL_0000001905.MOV,117
2820,4,2017,정면,단어,KETI_SL_0000002820.MOV,117
3648,5,2017,정면,단어,KETI_SL_0000003648.MOV,117
4494,6,2017,정면,단어,KETI_SL_0000004494.MOV,117
5333,7,2017,정면,단어,KETI_SL_0000005333.MOV,117
6172,8,2017,정면,단어,KETI_SL_0000006172.MOV,117
7008,9,2017,정면,단어,KETI_SL_0000007008.MOV,117
7846,10,2017,정면,단어,KETI_SL_0000007846.MOV,117
305,1,2017,정면,단어,KETI_SL_0000000305.MOV,118
1139,2,2017,정면,단어,KETI_SL_0000001139.MTS,118
1904,3,2017,정면,단어,KETI_SL_0000001904.MOV,118
2819,4,2017,정면,단어,KETI_SL_0000002819.MOV,118
3647,5,2017,정면,단어,KETI_SL_0000003647.MOV,118
4493,6,2017,정면,단어,KETI_SL_0000004493.MOV,118
5332,7,2017,정면,단어,KETI_SL_0000005332.MOV,118
6171,8,2017,정면,단어,KETI_SL_0000006171.MOV,118
7007,9,2017,정면,단어,KETI_SL_0000007007.MOV,118
7845,10,2017,정면,단어,KETI_SL_0000007845.MOV,118
304,1,2017,정면,단어,KETI_SL_0000000304.MOV,119
1138,2,2017,정면,단어,KETI_SL_0000001138.MTS,119
1903,3,2017,정면,단어,KETI_SL_0000001903.MOV,119
2818,4,2017,정면,단어,KETI_SL_0000002818.MOV,119
3646,5,2017,정면,단어,KETI_SL_0000003646.MOV,119
4492,6,2017,정면,단어,KETI_SL_0000004492.MOV,119
5331,7,2017,정면,단어,KETI_SL_0000005331.MOV,119
6170,8,2017,정면,단어,KETI_SL_0000006170.MOV,119
7006,9,2017,정면,단어,KETI_SL_0000007006.MOV,119
7844,10,2017,정면,단어,KETI_SL_0000007844.MOV,119
303,1,2017,정면,단어,KETI_SL_0000000303.MOV,120
1137,2,2017,정면,단어,KETI_SL_0000001137.MTS,120
1902,3,2017,정면,단어,KETI_SL_0000001902.MOV,120
2817,4,2017,정면,단어,KETI_SL_0000002817.MOV,120
3645,5,2017,정면,단어,KETI_SL_0000003645.MOV,120
4491,6,2017,정면,단어,KETI_SL_0000004491.MOV,120
5330,7,2017,정면,단어,KETI_SL_0000005330.MOV,120
6169,8,2017,정면,단어,KETI_SL_0000006169.MOV,120
7005,9,2017,정면,단어,KETI_SL_0000007005.MOV,120
7843,10,2017,정면,단어,KETI_SL_0000007843.MOV,120
302,1,2017,정면,단어,KETI_SL_0000000302.MOV,121
1136,2,2017,정면,단어,KETI_SL_0000001136.MTS,121
1901,3,2017,정면,단어,KETI_SL_0000001901.MOV,121
2816,4,2017,정면,단어,KETI_SL_0000002816.MOV,121
3644,5,2017,정면,단어,KETI_SL_0000003644.MOV,121
4490,6,2017,정면,단어,KETI_SL_0000004490.MOV,121
5329,7,2017,정면,단어,KETI_SL_0000005329.MOV,121
6168,8,2017,정면,단어,KETI_SL_0000006168.MOV,121
7004,9,2017,정면,단어,KETI_SL_0000007004.MOV,121
7842,10,2017,정면,단어,KETI_SL_0000007842.MOV,121
301,1,2017,정면,단어,KETI_SL_0000000301.MOV,122
1135,2,2017,정면,단어,KETI_SL_0000001135.MTS,122
1898,3,2017,정면,단어,KETI_SL_0000001898.MOV,122
2815,4,2017,정면,단어,KETI_SL_0000002815.MOV,122
3643,5,2017,정면,단어,KETI_SL_0000003643.MOV,122
4489,6,2017,정면,단어,KETI_SL_0000004489.MOV,122
5328,7,2017,정면,단어,KETI_SL_0000005328.MOV,122
6167,8,2017,정면,단어,KETI_SL_0000006167.MOV,122
7003,9,2017,정면,단어,KETI_SL_0000007003.MOV,122
7841,10,2017,정면,단어,KETI_SL_0000007841.MOV,122
300,1,2017,정면,단어,KETI_SL_0000000300.MOV,123
1134,2,2017,정면,단어,KETI_SL_0000001134.MTS,123
1897,3,2017,정면,단어,KETI_SL_0000001897.MOV,123
2814,4,2017,정면,단어,KETI_SL_0000002814.MOV,123
3642,5,2017,정면,단어,KETI_SL_0000003642.MOV,123
4488,6,2017,정면,단어,KETI_SL_0000004488.MOV,123
5327,7,2017,정면,단어,KETI_SL_0000005327.MOV,123
6166,8,2017,정면,단어,KETI_SL_0000006166.MOV,123
7002,9,2017,정면,단어,KETI_SL_0000007002.MOV,123
7840,10,2017,정면,단어,KETI_SL_0000007840.MOV,123
299,1,2017,정면,단어,KETI_SL_0000000299.MOV,124
1133,2,2017,정면,단어,KETI_SL_0000001133.MTS,124
1896,3,2017,정면,단어,KETI_SL_0000001896.MOV,124
2813,4,2017,정면,단어,KETI_SL_0000002813.MOV,124
3641,5,2017,정면,단어,KETI_SL_0000003641.MOV,124
4487,6,2017,정면,단어,KETI_SL_0000004487.MOV,124
5326,7,2017,정면,단어,KETI_SL_0000005326.MOV,124
6165,8,2017,정면,단어,KETI_SL_0000006165.MOV,124
7001,9,2017,정면,단어,KETI_SL_0000007001.MOV,124
7839,10,2017,정면,단어,KETI_SL_0000007839.MOV,124
298,1,2017,정면,단어,KETI_SL_0000000298.MOV,125
1132,2,2017,정면,단어,KETI_SL_0000001132.MTS,125
1895,3,2017,정면,단어,KETI_SL_0000001895.MOV,125
2812,4,2017,정면,단어,KETI_SL_0000002812.MOV,125
3640,5,2017,정면,단어,KETI_SL_0000003640.MOV,125
4486,6,2017,정면,단어,KETI_SL_0000004486.MOV,125
5325,7,2017,정면,단어,KETI_SL_0000005325.MOV,125
6164,8,2017,정면,단어,KETI_SL_0000006164.MOV,125
7000,9,2017,정면,단어,KETI_SL_0000007000.MOV,125
7838,10,2017,정면,단어,KETI_SL_0000007838.MOV,125
297,1,2017,정면,단어,KETI_SL_0000000297.MOV,126
1131,2,2017,정면,단어,KETI_SL_0000001131.MTS,126
1894,3,2017,정면,단어,KETI_SL_0000001894.MOV,126
2811,4,2017,정면,단어,KETI_SL_0000002811.MOV,126
3639,5,2017,정면,단어,KETI_SL_0000003639.MOV,126
4485,6,2017,정면,단어,KETI_SL_0000004485.MOV,126
5324,7,2017,정면,단어,KETI_SL_0000005324.MOV,126
6163,8,2017,정면,단어,KETI_SL_0000006163.MOV,126
6999,9,2017,정면,단어,KETI_SL_0000006999.MOV,126
7837,10,2017,정면,단어,KETI_SL_0000007837.MOV,126
296,1,2017,정면,단어,KETI_SL_0000000296.MOV,127
1130,2,2017,정면,단어,KETI_SL_0000001130.MTS,127
1893,3,2017,정면,단어,KETI_SL_0000001893.MOV,127
2810,4,2017,정면,단어,KETI_SL_0000002810.MOV,127
3638,5,2017,정면,단어,KETI_SL_0000003638.MOV,127
4484,6,2017,정면,단어,KETI_SL_0000004484.MOV,127
5323,7,2017,정면,단어,KETI_SL_0000005323.MOV,127
6162,8,2017,정면,단어,KETI_SL_0000006162.MOV,127
6998,9,2017,정면,단어,KETI_SL_0000006998.MOV,127
7836,10,2017,정면,단어,KETI_SL_0000007836.MOV,127
295,1,2017,정면,단어,KETI_SL_0000000295.MOV,128
1129,2,2017,정면,단어,KETI_SL_0000001129.MTS,128
1892,3,2017,정면,단어,KETI_SL_0000001892.MOV,128
2809,4,2017,정면,단어,KETI_SL_0000002809.MOV,128
3637,5,2017,정면,단어,KETI_SL_0000003637.MOV,128
4483,6,2017,정면,단어,KETI_SL_0000004483.MOV,128
5322,7,2017,정면,단어,KETI_SL_0000005322.MOV,128
6161,8,2017,정면,단어,KETI_SL_0000006161.MOV,128
6997,9,2017,정면,단어,KETI_SL_0000006997.MOV,128
7835,10,2017,정면,단어,KETI_SL_0000007835.MOV,128
294,1,2017,정면,단어,KETI_SL_0000000294.MOV,129
1128,2,2017,정면,단어,KETI_SL_0000001128.MTS,129
1891,3,2017,정면,단어,KETI_SL_0000001891.MOV,129
2808,4,2017,정면,단어,KETI_SL_0000002808.MOV,129
3635,5,2017,정면,단어,KETI_SL_0000003635.MOV,129
4482,6,2017,정면,단어,KETI_SL_0000004482.MOV,129
5321,7,2017,정면,단어,KETI_SL_0000005321.MOV,129
6160,8,2017,정면,단어,KETI_SL_0000006160.MOV,129
6996,9,2017,정면,단어,KETI_SL_0000006996.MOV,129
7834,10,2017,정면,단어,KETI_SL_0000007834.MOV,129
293,1,2017,정면,단어,KETI_SL_0000000293.MOV,130
1127,2,2017,정면,단어,KETI_SL_0000001127.MTS,130
1890,3,2017,정면,단어,KETI_SL_0000001890.MOV,130
2807,4,2017,정면,단어,KETI_SL_0000002807.MOV,130
3634,5,2017,정면,단어,KETI_SL_0000003634.MOV,130
4481,6,2017,정면,단어,KETI_SL_0000004481.MOV,130
5320,7,2017,정면,단어,KETI_SL_0000005320.MOV,130
6159,8,2017,정면,단어,KETI_SL_0000006159.MOV,130
6995,9,2017,정면,단어,KETI_SL_0000006995.MOV,130
7833,10,2017,정면,단어,KETI_SL_0000007833.MOV,130
277,1,2017,정면,단어,KETI_SL_0000000277.MOV,131
1126,2,2017,정면,단어,KETI_SL_0000001126.MTS,131
1889,3,2017,정면,단어,KETI_SL_0000001889.MOV,131
2791,4,2017,정면,단어,KETI_SL_0000002791.MOV,131
3618,5,2017,정면,단어,KETI_SL_0000003618.MOV,131
4465,6,2017,정면,단어,KETI_SL_0000004465.MOV,131
5304,7,2017,정면,단어,KETI_SL_0000005304.MOV,131
6143,8,2017,정면,단어,KETI_SL_0000006143.MOV,131
6979,9,2017,정면,단어,KETI_SL_0000006979.MOV,131
7832,10,2017,정면,단어,KETI_SL_0000007832.MOV,131
292,1,2017,정면,단어,KETI_SL_0000000292.MOV,132
1125,2,2017,정면,단어,KETI_SL_0000001125.MTS,132
1887,3,2017,정면,단어,KETI_SL_0000001887.MOV,132
2806,4,2017,정면,단어,KETI_SL_0000002806.MOV,132
3633,5,2017,정면,단어,KETI_SL_0000003633.MOV,132
4480,6,2017,정면,단어,KETI_SL_0000004480.MOV,132
5319,7,2017,정면,단어,KETI_SL_0000005319.MOV,132
6158,8,2017,정면,단어,KETI_SL_0000006158.MOV,132
6994,9,2017,정면,단어,KETI_SL_0000006994.MOV,132
7831,10,2017,정면,단어,KETI_SL_0000007831.MOV,132
291,1,2017,정면,단어,KETI_SL_0000000291.MOV,133
1124,2,2017,정면,단어,KETI_SL_0000001124.MTS,133
1886,3,2017,정면,단어,KETI_SL_0000001886.MOV,133
2805,4,2017,정면,단어,KETI_SL_0000002805.MOV,133
3632,5,2017,정면,단어,KETI_SL_0000003632.MOV,133
4479,6,2017,정면,단어,KETI_SL_0000004479.MOV,133
5318,7,2017,정면,단어,KETI_SL_0000005318.MOV,133
6157,8,2017,정면,단어,KETI_SL_0000006157.MOV,133
6993,9,2017,정면,단어,KETI_SL_0000006993.MOV,133
7830,10,2017,정면,단어,KETI_SL_0000007830.MOV,133
290,1,2017,정면,단어,KETI_SL_0000000290.MOV,134
1123,2,2017,정면,단어,KETI_SL_0000001123.MTS,134
1885,3,2017,정면,단어,KETI_SL_0000001885.MOV,134
2804,4,2017,정면,단어,KETI_SL_0000002804.MOV,134
3631,5,2017,정면,단어,KETI_SL_0000003631.MOV,134
4478,6,2017,정면,단어,KETI_SL_0000004478.MOV,134
5317,7,2017,정면,단어,KETI_SL_0000005317.MOV,134
6156,8,2017,정면,단어,KETI_SL_0000006156.MOV,134
6992,9,2017,정면,단어,KETI_SL_0000006992.MOV,134
7829,10,2017,정면,단어,KETI_SL_0000007829.MOV,134
289,1,2017,정면,단어,KETI_SL_0000000289.MOV,135
