번호,언어 제공자 ID,취득연도,방향,타입(단어/문장),파일명,한국어
4505,6,2017,정면,단어,KETI_SL_0000004505.MOV,오빠
5344,7,2017,정면,단어,KETI_SL_0000005344.MOV,오빠
6183,8,2017,정면,단어,KETI_SL_0000006183.MOV,오빠
7019,9,2017,정면,단어,KETI_SL_0000007019.MOV,오빠
7857,10,2017,정면,단어,KETI_SL_0000007857.MOV,오빠
6182,8,2017,정면,단어,KETI_SL_0000006182.MOV,오른쪽눈
316,1,2017,정면,단어,KETI_SL_0000000316.MOV,오른쪽눈
1150,2,2017,정면,단어,KETI_SL_0000001150.MTS,오른쪽눈
1916,3,2017,정면,단어,KETI_SL_0000001916.MOV,오른쪽눈
2830,4,2017,정면,단어,KETI_SL_0000002830.MOV,오른쪽눈
3658,5,2017,정면,단어,KETI_SL_0000003658.MOV,오른쪽눈
4504,6,2017,정면,단어,KETI_SL_0000004504.MOV,오른쪽눈
5343,7,2017,정면,단어,KETI_SL_0000005343.MOV,오른쪽눈
7018,9,2017,정면,단어,KETI_SL_0000007018.MOV,오른쪽눈
7856,10,2017,정면,단어,KETI_SL_0000007856.MOV,오른쪽눈
315,1,2017,정면,단어,KETI_SL_0000000315.MOV,오른쪽귀
1149,2,2017,정면,단어,KETI_SL_0000001149.MTS,오른쪽귀
1915,3,2017,정면,단어,KETI_SL_0000001915.MOV,오른쪽귀
2829,4,2017,정면,단어,KETI_SL_0000002829.MOV,오른쪽귀
3657,5,2017,정면,단어,KETI_SL_0000003657.MOV,오른쪽귀
4503,6,2017,정면,단어,KETI_SL_0000004503.MOV,오른쪽귀
5342,7,2017,정면,단어,KETI_SL_0000005342.MOV,오른쪽귀
6181,8,2017,정면,단어,KETI_SL_0000006181.MOV,오른쪽귀
7017,9,2017,정면,단어,KETI_SL_0000007017.MOV,오른쪽귀
7855,10,2017,정면,단어,KETI_SL_0000007855.MOV,오른쪽귀
314,1,2017,정면,단어,KETI_SL_0000000314.MOV,오른쪽
1148,2,2017,정면,단어,KETI_SL_0000001148.MTS,오른쪽
1914,3,2017,정면,단어,KETI_SL_0000001914.MOV,오른쪽
2828,4,2017,정면,단어,KETI_SL_0000002828.MOV,오른쪽
3656,5,2017,정면,단어,KETI_SL_0000003656.MOV,오른쪽
4502,6,2017,정면,단어,KETI_SL_0000004502.MOV,오른쪽
5341,7,2017,정면,단어,KETI_SL_0000005341.MOV,오른쪽
6180,8,2017,정면,단어,KETI_SL_0000006180.MOV,오른쪽
7016,9,2017,정면,단어,KETI_SL_0000007016.MOV,오른쪽
7854,10,2017,정면,단어,KETI_SL_0000007854.MOV,오른쪽
313,1,2017,정면,단어,KETI_SL_0000000313.MOV,오늘
1147,2,2017,정면,단어,KETI_SL_0000001147.MTS,오늘
1913,3,2017,정면,단어,KETI_SL_0000001913.MOV,오늘
2827,4,2017,정면,단어,KETI_SL_0000002827.MOV,오늘
3655,5,2017,정면,단어,KETI_SL_0000003655.MOV,오늘
4501,6,2017,정면,단어,KETI_SL_0000004501.MOV,오늘
5340,7,2017,정면,단어,KETI_SL_0000005340.MOV,오늘
6179,8,2017,정면,단어,KETI_SL_0000006179.MOV,오늘
7015,9,2017,정면,단어,KETI_SL_0000007015.MOV,오늘
7853,10,2017,정면,단어,KETI_SL_0000007853.MOV,오늘
312,1,2017,정면,단어,KETI_SL_0000000312.MOV,옆쪽
1146,2,2017,정면,단어,KETI_SL_0000001146.MTS,옆쪽
1912,3,2017,정면,단어,KETI_SL_0000001912.MOV,옆쪽
2826,4,2017,정면,단어,KETI_SL_0000002826.MOV,옆쪽
3654,5,2017,정면,단어,KETI_SL_0000003654.MOV,옆쪽
4500,6,2017,정면,단어,KETI_SL_0000004500.MOV,옆쪽
5339,7,2017,정면,단어,KETI_SL_0000005339.MOV,옆쪽
6178,8,2017,정면,단어,KETI_SL_0000006178.MOV,옆쪽
7014,9,2017,정면,단어,KETI_SL_0000007014.MOV,옆쪽
7852,10,2017,정면,단어,KETI_SL_0000007852.MOV,옆쪽
311,1,2017,정면,단어,KETI_SL_0000000311.MOV,옆집사람
1145,2,2017,정면,단어,KETI_SL_0000001145.MTS,옆집사람
1910,3,2017,정면,단어,KETI_SL_0000001910.MOV,옆집사람
2825,4,2017,정면,단어,KETI_SL_0000002825.MOV,옆집사람
3653,5,2017,정면,단어,KETI_SL_0000003653.MOV,옆집사람
4499,6,2017,정면,단어,KETI_SL_0000004499.MOV,옆집사람
5338,7,2017,정면,단어,KETI_SL_0000005338.MOV,옆집사람
6177,8,2017,정면,단어,KETI_SL_0000006177.MOV,옆집사람
7013,9,2017,정면,단어,KETI_SL_0000007013.MOV,옆집사람
7851,10,2017,정면,단어,KETI_SL_0000007851.MOV,옆집사람
1144,2,2017,정면,단어,KETI_SL_0000001144.MTS,옆집할아버지
310,1,2017,정면,단어,KETI_SL_0000000310.MOV,옆집할아버지
1909,3,2017,정면,단어,KETI_SL_0000001909.MOV,옆집할아버지
2824,4,2017,정면,단어,KETI_SL_0000002824.MOV,옆집할아버지
3652,5,2017,정면,단어,KETI_SL_0000003652.MOV,옆집할아버지
4498,6,2017,정면,단어,KETI_SL_0000004498.MOV,옆집할아버지
5337,7,2017,정면,단어,KETI_SL_0000005337.MOV,옆집할아버지
6176,8,2017,정면,단어,KETI_SL_0000006176.MOV,옆집할아버지
7012,9,2017,정면,단어,KETI_SL_0000007012.MOV,옆집할아버지
7850,10,2017,정면,단어,KETI_SL_0000007850.MOV,옆집할아버지
1143,2,2017,정면,단어,KETI_SL_0000001143.MTS,옆집아저씨
309,1,2017,정면,단어,KETI_SL_0000000309.MOV,옆집아저씨
1908,3,2017,정면,단어,KETI_SL_0000001908.MOV,옆집아저씨
2823,4,2017,정면,단어,KETI_SL_0000002823.MOV,옆집아저씨
3651,5,2017,정면,단어,KETI_SL_0000003651.MOV,옆집아저씨
4497,6,2017,정면,단어,KETI_SL_0000004497.MOV,옆집아저씨
5336,7,2017,정면,단어,KETI_SL_0000005336.MOV,옆집아저씨
6175,8,2017,정면,단어,KETI_SL_0000006175.MOV,옆집아저씨
7011,9,2017,정면,단어,KETI_SL_0000007011.MOV,옆집아저씨
7849,10,2017,정면,단어,KETI_SL_0000007849.MOV,옆집아저씨
308,1,2017,정면,단어,KETI_SL_0000000308.MOV,옆집
1142,2,2017,정면,단어,KETI_SL_0000001142.MTS,옆집
1907,3,2017,정면,단어,KETI_SL_0000001907.MOV,옆집
2822,4,2017,정면,단어,KETI_SL_0000002822.MOV,옆집
3650,5,2017,정면,단어,KETI_SL_0000003650.MOV,옆집
4496,6,2017,정면,단어,KETI_SL_0000004496.MOV,옆집
5335,7,2017,정면,단어,KETI_SL_0000005335.MOV,옆집
6174,8,2017,정면,단어,KETI_SL_0000006174.MOV,옆집
7010,9,2017,정면,단어,KETI_SL_0000007010.MOV,옆집
7848,10,2017,정면,단어,KETI_SL_0000007848.MOV,옆집
307,1,2017,정면,단어,KETI_SL_0000000307.MOV,영등포구
1141,2,2017,정면,단어,KETI_SL_0000001141.MTS,영등포구
1906,3,2017,정면,단어,KETI_SL_0000001906.MOV,영등포구
2821,4,2017,정면,단어,KETI_SL_0000002821.MOV,영등포구
3649,5,2017,정면,단어,KETI_SL_0000003649.MOV,영등포구
4495,6,2017,정면,단어,KETI_SL_0000004495.MOV,영등포구
5334,7,2017,정면,단어,KETI_SL_0000005334.MOV,영등포구
6173,8,2017,정면,단어,KETI_SL_0000006173.MOV,영등포구
7009,9,2017,정면,단어,KETI_SL_0000007009.MOV,영등포구
7847,10,2017,정면,단어,KETI_SL_0000007847.MOV,영등포구
306,1,2017,정면,단어,KETI_SL_0000000306.MOV,엽총
1140,2,2017,정면,단어,KETI_SL_0000001140.MTS,엽총
1905,3,2017,정면,단어,KETI_SL_0000001905.MOV,엽총
2820,4,2017,정면,단어,KETI_SL_0000002820.MOV,엽총
3648,5,2017,정면,단어,KETI_SL_0000003648.MOV,엽총
4494,6,2017,정면,단어,KETI_SL_0000004494.MOV,엽총
5333,7,2017,정면,단어,KETI_SL_0000005333.MOV,엽총
6172,8,2017,정면,단어,KETI_SL_0000006172.MOV,엽총
7008,9,2017,정면,단어,KETI_SL_0000007008.MOV,엽총
7846,10,2017,정면,단어,KETI_SL_0000007846.MOV,엽총
305,1,2017,정면,단어,KETI_SL_0000000305.MOV,열어주세요
1139,2,2017,정면,단어,KETI_SL_0000001139.MTS,열어주세요
1904,3,2017,정면,단어,KETI_SL_0000001904.MOV,열어주세요
2819,4,2017,정면,단어,KETI_SL_0000002819.MOV,열어주세요
3647,5,2017,정면,단어,KETI_SL_0000003647.MOV,열어주세요
4493,6,2017,정면,단어,KETI_SL_0000004493.MOV,열어주세요
5332,7,2017,정면,단어,KETI_SL_0000005332.MOV,열어주세요
6171,8,2017,정면,단어,KETI_SL_0000006171.MOV,열어주세요
7007,9,2017,정면,단어,KETI_SL_0000007007.MOV,열어주세요
7845,10,2017,정면,단어,KETI_SL_0000007845.MOV,열어주세요
304,1,2017,정면,단어,KETI_SL_0000000304.MOV,열나다
1138,2,2017,정면,단어,KETI_SL_0000001138.MTS,열나다
1903,3,2017,정면,단어,KETI_SL_0000001903.MOV,열나다
2818,4,2017,정면,단어,KETI_SL_0000002818.MOV,열나다
3646,5,2017,정면,단어,KETI_SL_0000003646.MOV,열나다
4492,6,2017,정면,단어,KETI_SL_0000004492.MOV,열나다
5331,7,2017,정면,단어,KETI_SL_0000005331.MOV,열나다
6170,8,2017,정면,단어,KETI_SL_0000006170.MOV,열나다
7006,9,2017,정면,단어,KETI_SL_0000007006.MOV,열나다
7844,10,2017,정면,단어,KETI_SL_0000007844.MOV,열나다
303,1,2017,정면,단어,KETI_SL_0000000303.MOV,열
1137,2,2017,정면,단어,KETI_SL_0000001137.MTS,열
1902,3,2017,정면,단어,KETI_SL_0000001902.MOV,열
2817,4,2017,정면,단어,KETI_SL_0000002817.MOV,열
3645,5,2017,정면,단어,KETI_SL_0000003645.MOV,열
4491,6,2017,정면,단어,KETI_SL_0000004491.MOV,열
5330,7,2017,정면,단어,KETI_SL_0000005330.MOV,열
6169,8,2017,정면,단어,KETI_SL_0000006169.MOV,열
7005,9,2017,정면,단어,KETI_SL_0000007005.MOV,열
7843,10,2017,정면,단어,KETI_SL_0000007843.MOV,열
302,1,2017,정면,단어,KETI_SL_0000000302.MOV,연락해주세요
1136,2,2017,정면,단어,KETI_SL_0000001136.MTS,연락해주세요
1901,3,2017,정면,단어,KETI_SL_0000001901.MOV,연락해주세요
2816,4,2017,정면,단어,KETI_SL_0000002816.MOV,연락해주세요
3644,5,2017,정면,단어,KETI_SL_0000003644.MOV,연락해주세요
4490,6,2017,정면,단어,KETI_SL_0000004490.MOV,연락해주세요
5329,7,2017,정면,단어,KETI_SL_0000005329.MOV,연락해주세요
6168,8,2017,정면,단어,KETI_SL_0000006168.MOV,연락해주세요
7004,9,2017,정면,단어,KETI_SL_0000007004.MOV,연락해주세요
7842,10,2017,정면,단어,KETI_SL_0000007842.MOV,연락해주세요
301,1,2017,정면,단어,KETI_SL_0000000301.MOV,연기
1135,2,2017,정면,단어,KETI_SL_0000001135.MTS,연기
1898,3,2017,정면,단어,KETI_SL_0000001898.MOV,연기
2815,4,2017,정면,단어,KETI_SL_0000002815.MOV,연기
3643,5,2017,정면,단어,KETI_SL_0000003643.MOV,연기
4489,6,2017,정면,단어,KETI_SL_0000004489.MOV,연기
5328,7,2017,정면,단어,KETI_SL_0000005328.MOV,연기
6167,8,2017,정면,단어,KETI_SL_0000006167.MOV,연기
7003,9,2017,정면,단어,KETI_SL_0000007003.MOV,연기
7841,10,2017,정면,단어,KETI_SL_0000007841.MOV,연기
300,1,2017,정면,단어,KETI_SL_0000000300.MOV,여학생
1134,2,2017,정면,단어,KETI_SL_0000001134.MTS,여학생
1897,3,2017,정면,단어,KETI_SL_0000001897.MOV,여학생
2814,4,2017,정면,단어,KETI_SL_0000002814.MOV,여학생
3642,5,2017,정면,단어,KETI_SL_0000003642.MOV,여학생
4488,6,2017,정면,단어,KETI_SL_0000004488.MOV,여학생
5327,7,2017,정면,단어,KETI_SL_0000005327.MOV,여학생
6166,8,2017,정면,단어,KETI_SL_0000006166.MOV,여학생
7002,9,2017,정면,단어,KETI_SL_0000007002.MOV,여학생
7840,10,2017,정면,단어,KETI_SL_0000007840.MOV,여학생
299,1,2017,정면,단어,KETI_SL_0000000299.MOV,여자친구
1133,2,2017,정면,단어,KETI_SL_0000001133.MTS,여자친구
1896,3,2017,정면,단어,KETI_SL_0000001896.MOV,여자친구
2813,4,2017,정면,단어,KETI_SL_0000002813.MOV,여자친구
3641,5,2017,정면,단어,KETI_SL_0000003641.MOV,여자친구
4487,6,2017,정면,단어,KETI_SL_0000004487.MOV,여자친구
5326,7,2017,정면,단어,KETI_SL_0000005326.MOV,여자친구
6165,8,2017,정면,단어,KETI_SL_0000006165.MOV,여자친구
7001,9,2017,정면,단어,KETI_SL_0000007001.MOV,여자친구
7839,10,2017,정면,단어,KETI_SL_0000007839.MOV,여자친구
298,1,2017,정면,단어,KETI_SL_0000000298.MOV,엘리베이터
1132,2,2017,정면,단어,KETI_SL_0000001132.MTS,엘리베이터
1895,3,2017,정면,단어,KETI_SL_0000001895.MOV,엘리베이터
2812,4,2017,정면,단어,KETI_SL_0000002812.MOV,엘리베이터
3640,5,2017,정면,단어,KETI_SL_0000003640.MOV,엘리베이터
4486,6,2017,정면,단어,KETI_SL_0000004486.MOV,엘리베이터
5325,7,2017,정면,단어,KETI_SL_0000005325.MOV,엘리베이터
6164,8,2017,정면,단어,KETI_SL_0000006164.MOV,엘리베이터
7000,9,2017,정면,단어,KETI_SL_0000007000.MOV,엘리베이터
7838,10,2017,정면,단어,KETI_SL_0000007838.MOV,엘리베이터
297,1,2017,정면,단어,KETI_SL_0000000297.MOV,엄마
1131,2,2017,정면,단어,KETI_SL_0000001131.MTS,엄마
1894,3,2017,정면,단어,KETI_SL_0000001894.MOV,엄마
2811,4,2017,정면,단어,KETI_SL_0000002811.MOV,엄마
3639,5,2017,정면,단어,KETI_SL_0000003639.MOV,엄마
4485,6,2017,정면,단어,KETI_SL_0000004485.MOV,엄마
5324,7,2017,정면,단어,KETI_SL_0000005324.MOV,엄마
6163,8,2017,정면,단어,KETI_SL_0000006163.MOV,엄마
6999,9,2017,정면,단어,KETI_SL_0000006999.MOV,엄마
7837,10,2017,정면,단어,KETI_SL_0000007837.MOV,엄마
296,1,2017,정면,단어,KETI_SL_0000000296.MOV,얼굴
1130,2,2017,정면,단어,KETI_SL_0000001130.MTS,얼굴
1893,3,2017,정면,단어,KETI_SL_0000001893.MOV,얼굴
2810,4,2017,정면,단어,KETI_SL_0000002810.MOV,얼굴
3638,5,2017,정면,단어,KETI_SL_0000003638.MOV,얼굴
4484,6,2017,정면,단어,KETI_SL_0000004484.MOV,얼굴
5323,7,2017,정면,단어,KETI_SL_0000005323.MOV,얼굴
6162,8,2017,정면,단어,KETI_SL_0000006162.MOV,얼굴
6998,9,2017,정면,단어,KETI_SL_0000006998.MOV,얼굴
7836,10,2017,정면,단어,KETI_SL_0000007836.MOV,얼굴
295,1,2017,정면,단어,KETI_SL_0000000295.MOV,언니
1129,2,2017,정면,단어,KETI_SL_0000001129.MTS,언니
1892,3,2017,정면,단어,KETI_SL_0000001892.MOV,언니
2809,4,2017,정면,단어,KETI_SL_0000002809.MOV,언니
3637,5,2017,정면,단어,KETI_SL_0000003637.MOV,언니
4483,6,2017,정면,단어,KETI_SL_0000004483.MOV,언니
5322,7,2017,정면,단어,KETI_SL_0000005322.MOV,언니
6161,8,2017,정면,단어,KETI_SL_0000006161.MOV,언니
6997,9,2017,정면,단어,KETI_SL_0000006997.MOV,언니
7835,10,2017,정면,단어,KETI_SL_0000007835.MOV,언니
294,1,2017,정면,단어,KETI_SL_0000000294.MOV,어지러움
1128,2,2017,정면,단어,KETI_SL_0000001128.MTS,어지러움
1891,3,2017,정면,단어,KETI_SL_0000001891.MOV,어지러움
2808,4,2017,정면,단어,KETI_SL_0000002808.MOV,어지러움
3635,5,2017,정면,단어,KETI_SL_0000003635.MOV,어지러움
4482,6,2017,정면,단어,KETI_SL_0000004482.MOV,어지러움
5321,7,2017,정면,단어,KETI_SL_0000005321.MOV,어지러움
6160,8,2017,정면,단어,KETI_SL_0000006160.MOV,어지러움
6996,9,2017,정면,단어,KETI_SL_0000006996.MOV,어지러움
7834,10,2017,정면,단어,KETI_SL_0000007834.MOV,어지러움
293,1,2017,정면,단어,KETI_SL_0000000293.MOV,어제
1127,2,2017,정면,단어,KETI_SL_0000001127.MTS,어제
1890,3,2017,정면,단어,KETI_SL_0000001890.MOV,어제
2807,4,2017,정면,단어,KETI_SL_0000002807.MOV,어제
3634,5,2017,정면,단어,KETI_SL_0000003634.MOV,어제
4481,6,2017,정면,단어,KETI_SL_0000004481.MOV,어제
5320,7,2017,정면,단어,KETI_SL_0000005320.MOV,어제
6159,8,2017,정면,단어,KETI_SL_0000006159.MOV,어제
6995,9,2017,정면,단어,KETI_SL_0000006995.MOV,어제
7833,10,2017,정면,단어,KETI_SL_0000007833.MOV,어제
277,1,2017,정면,단어,KETI_SL_0000000277.MOV,어린이
1126,2,2017,정면,단어,KETI_SL_0000001126.MTS,어린이
1889,3,2017,정면,단어,KETI_SL_0000001889.MOV,어린이
2791,4,2017,정면,단어,KETI_SL_0000002791.MOV,어린이
3618,5,2017,정면,단어,KETI_SL_0000003618.MOV,어린이
4465,6,2017,정면,단어,KETI_SL_0000004465.MOV,어린이
5304,7,2017,정면,단어,KETI_SL_0000005304.MOV,어린이
6143,8,2017,정면,단어,KETI_SL_0000006143.MOV,어린이
6979,9,2017,정면,단어,KETI_SL_0000006979.MOV,어린이
7832,10,2017,정면,단어,KETI_SL_0000007832.MOV,어린이
292,1,2017,정면,단어,KETI_SL_0000000292.MOV,어깨
1125,2,2017,정면,단어,KETI_SL_0000001125.MTS,어깨
1887,3,2017,정면,단어,KETI_SL_0000001887.MOV,어깨
2806,4,2017,정면,단어,KETI_SL_0000002806.MOV,어깨
3633,5,2017,정면,단어,KETI_SL_0000003633.MOV,어깨
4480,6,2017,정면,단어,KETI_SL_0000004480.MOV,어깨
5319,7,2017,정면,단어,KETI_SL_0000005319.MOV,어깨
6158,8,2017,정면,단어,KETI_SL_0000006158.MOV,어깨
6994,9,2017,정면,단어,KETI_SL_0000006994.MOV,어깨
7831,10,2017,정면,단어,KETI_SL_0000007831.MOV,어깨
291,1,2017,정면,단어,KETI_SL_0000000291.MOV,양천구
1124,2,2017,정면,단어,KETI_SL_0000001124.MTS,양천구
1886,3,2017,정면,단어,KETI_SL_0000001886.MOV,양천구
2805,4,2017,정면,단어,KETI_SL_0000002805.MOV,양천구
3632,5,2017,정면,단어,KETI_SL_0000003632.MOV,양천구
4479,6,2017,정면,단어,KETI_SL_0000004479.MOV,양천구
5318,7,2017,정면,단어,KETI_SL_0000005318.MOV,양천구
6157,8,2017,정면,단어,KETI_SL_0000006157.MOV,양천구
6993,9,2017,정면,단어,KETI_SL_0000006993.MOV,양천구
7830,10,2017,정면,단어,KETI_SL_0000007830.MOV,양천구
290,1,2017,정면,단어,KETI_SL_0000000290.MOV,약사
1123,2,2017,정면,단어,KETI_SL_0000001123.MTS,약사
1885,3,2017,정면,단어,KETI_SL_0000001885.MOV,약사
2804,4,2017,정면,단어,KETI_SL_0000002804.MOV,약사
3631,5,2017,정면,단어,KETI_SL_0000003631.MOV,약사
4478,6,2017,정면,단어,KETI_SL_0000004478.MOV,약사
5317,7,2017,정면,단어,KETI_SL_0000005317.MOV,약사
6156,8,2017,정면,단어,KETI_SL_0000006156.MOV,약사
6992,9,2017,정면,단어,KETI_SL_0000006992.MOV,약사
7829,10,2017,정면,단어,KETI_SL_0000007829.MOV,약사
289,1,2017,정면,단어,KETI_SL_0000000289.MOV,약국
1122,2,2017,정면,단어,KETI_SL_0000001122.MTS,약국
1884,3,2017,정면,단어,KETI_SL_0000001884.MOV,약국
2803,4,2017,정면,단어,KETI_SL_0000002803.MOV,약국
3630,5,2017,정면,단어,KETI_SL_0000003630.MOV,약국
4477,6,2017,정면,단어,KETI_SL_0000004477.MOV,약국
5316,7,2017,정면,단어,KETI_SL_0000005316.MOV,약국
6155,8,2017,정면,단어,KETI_SL_0000006155.MOV,약국
6991,9,2017,정면,단어,KETI_SL_0000006991.MOV,약국
7828,10,2017,정면,단어,KETI_SL_0000007828.MOV,약국
288,1,2017,정면,단어,KETI_SL_0000000288.MOV,앞집
1121,2,2017,정면,단어,KETI_SL_0000001121.MTS,앞집
1883,3,2017,정면,단어,KETI_SL_0000001883.MOV,앞집
2802,4,2017,정면,단어,KETI_SL_0000002802.MOV,앞집
3629,5,2017,정면,단어,KETI_SL_0000003629.MOV,앞집
4476,6,2017,정면,단어,KETI_SL_0000004476.MOV,앞집
5315,7,2017,정면,단어,KETI_SL_0000005315.MOV,앞집
6154,8,2017,정면,단어,KETI_SL_0000006154.MOV,앞집
6990,9,2017,정면,단어,KETI_SL_0000006990.MOV,앞집
7827,10,2017,정면,단어,KETI_SL_0000007827.MOV,앞집
287,1,2017,정면,단어,KETI_SL_0000000287.MOV,앞
1120,2,2017,정면,단어,KETI_SL_0000001120.MTS,앞
1882,3,2017,정면,단어,KETI_SL_0000001882.MOV,앞
2801,4,2017,정면,단어,KETI_SL_0000002801.MOV,앞
3628,5,2017,정면,단어,KETI_SL_0000003628.MOV,앞
4475,6,2017,정면,단어,KETI_SL_0000004475.MOV,앞
5314,7,2017,정면,단어,KETI_SL_0000005314.MOV,앞
6153,8,2017,정면,단어,KETI_SL_0000006153.MOV,앞
6989,9,2017,정면,단어,KETI_SL_0000006989.MOV,앞
7826,10,2017,정면,단어,KETI_SL_0000007826.MOV,앞
286,1,2017,정면,단어,KETI_SL_0000000286.MOV,알려주세요
1119,2,2017,정면,단어,KETI_SL_0000001119.MTS,알려주세요
1881,3,2017,정면,단어,KETI_SL_0000001881.MOV,알려주세요
2800,4,2017,정면,단어,KETI_SL_0000002800.MOV,알려주세요
3627,5,2017,정면,단어,KETI_SL_0000003627.MOV,알려주세요
4474,6,2017,정면,단어,KETI_SL_0000004474.MOV,알려주세요
5313,7,2017,정면,단어,KETI_SL_0000005313.MOV,알려주세요
6152,8,2017,정면,단어,KETI_SL_0000006152.MOV,알려주세요
6988,9,2017,정면,단어,KETI_SL_0000006988.MOV,알려주세요
7825,10,2017,정면,단어,KETI_SL_0000007825.MOV,알려주세요
285,1,2017,정면,단어,KETI_SL_0000000285.MOV,안방
1118,2,2017,정면,단어,KETI_SL_0000001118.MTS,안방
1880,3,2017,정면,단어,KETI_SL_0000001880.MOV,안방
2799,4,2017,정면,단어,KETI_SL_0000002799.MOV,안방
3626,5,2017,정면,단어,KETI_SL_0000003626.MOV,안방
4473,6,2017,정면,단어,KETI_SL_0000004473.MOV,안방
5312,7,2017,정면,단어,KETI_SL_0000005312.MOV,안방
6151,8,2017,정면,단어,KETI_SL_0000006151.MOV,안방
6987,9,2017,정면,단어,KETI_SL_0000006987.MOV,안방
7824,10,2017,정면,단어,KETI_SL_0000007824.MOV,안방
284,1,2017,정면,단어,KETI_SL_0000000284.MOV,인대
1117,2,2017,정면,단어,KETI_SL_0000001117.MTS,인대
3625,5,2017,정면,단어,KETI_SL_0000003625.MOV,인대
6150,8,2017,정면,단어,KETI_SL_0000006150.MOV,인대
283,1,2017,정면,단어,KETI_SL_0000000283.MOV,아파트
1116,2,2017,정면,단어,KETI_SL_0000001116.MTS,아파트
1878,3,2017,정면,단어,KETI_SL_0000001878.MOV,아파트
2797,4,2017,정면,단어,KETI_SL_0000002797.MOV,아파트
3624,5,2017,정면,단어,KETI_SL_0000003624.MOV,아파트
4471,6,2017,정면,단어,KETI_SL_0000004471.MOV,아파트
5310,7,2017,정면,단어,KETI_SL_0000005310.MOV,아파트
6149,8,2017,정면,단어,KETI_SL_0000006149.MOV,아파트
6985,9,2017,정면,단어,KETI_SL_0000006985.MOV,아파트
7822,10,2017,정면,단어,KETI_SL_0000007822.MOV,아파트
282,1,2017,정면,단어,KETI_SL_0000000282.MOV,아줌마
1115,2,2017,정면,단어,KETI_SL_0000001115.MTS,아줌마
1876,3,2017,정면,단어,KETI_SL_0000001876.MOV,아줌마
2796,4,2017,정면,단어,KETI_SL_0000002796.MOV,아줌마
3623,5,2017,정면,단어,KETI_SL_0000003623.MOV,아줌마
4470,6,2017,정면,단어,KETI_SL_0000004470.MOV,아줌마
5309,7,2017,정면,단어,KETI_SL_0000005309.MOV,아줌마
6148,8,2017,정면,단어,KETI_SL_0000006148.MOV,아줌마
6984,9,2017,정면,단어,KETI_SL_0000006984.MOV,아줌마
7821,10,2017,정면,단어,KETI_SL_0000007821.MOV,아줌마
281,1,2017,정면,단어,KETI_SL_0000000281.MOV,아저씨
1114,2,2017,정면,단어,KETI_SL_0000001114.MTS,아저씨
1875,3,2017,정면,단어,KETI_SL_0000001875.MOV,아저씨
2795,4,2017,정면,단어,KETI_SL_0000002795.MOV,아저씨
3622,5,2017,정면,단어,KETI_SL_0000003622.MOV,아저씨
4469,6,2017,정면,단어,KETI_SL_0000004469.MOV,아저씨
5308,7,2017,정면,단어,KETI_SL_0000005308.MOV,아저씨
6147,8,2017,정면,단어,KETI_SL_0000006147.MOV,아저씨
6983,9,2017,정면,단어,KETI_SL_0000006983.MOV,아저씨
7820,10,2017,정면,단어,KETI_SL_0000007820.MOV,아저씨
276,1,2017,정면,단어,KETI_SL_0000000276.MOV,아이들
1113,2,2017,정면,단어,KETI_SL_0000001113.MTS,아이들
1874,3,2017,정면,단어,KETI_SL_0000001874.MOV,아이들
2790,4,2017,정면,단어,KETI_SL_0000002790.MOV,아이들
3617,5,2017,정면,단어,KETI_SL_0000003617.MOV,아이들
4464,6,2017,정면,단어,KETI_SL_0000004464.MOV,아이들
5303,7,2017,정면,단어,KETI_SL_0000005303.MOV,아이들
6142,8,2017,정면,단어,KETI_SL_0000006142.MOV,아이들
6978,9,2017,정면,단어,KETI_SL_0000006978.MOV,아이들
7819,10,2017,정면,단어,KETI_SL_0000007819.MOV,아이들
280,1,2017,정면,단어,KETI_SL_0000000280.MOV,아빠
1112,2,2017,정면,단어,KETI_SL_0000001112.MTS,아빠
1873,3,2017,정면,단어,KETI_SL_0000001873.MOV,아빠
2794,4,2017,정면,단어,KETI_SL_0000002794.MOV,아빠
3621,5,2017,정면,단어,KETI_SL_0000003621.MOV,아빠
4468,6,2017,정면,단어,KETI_SL_0000004468.MOV,아빠
5307,7,2017,정면,단어,KETI_SL_0000005307.MOV,아빠
6146,8,2017,정면,단어,KETI_SL_0000006146.MOV,아빠
6982,9,2017,정면,단어,KETI_SL_0000006982.MOV,아빠
7818,10,2017,정면,단어,KETI_SL_0000007818.MOV,아빠
216,1,2017,정면,단어,KETI_SL_0000000216.MOV,아래
1111,2,2017,정면,단어,KETI_SL_0000001111.MTS,아래
1872,3,2017,정면,단어,KETI_SL_0000001872.MOV,아래
2730,4,2017,정면,단어,KETI_SL_0000002730.MOV,아래
3769,5,2017,정면,단어,KETI_SL_0000003769.MTS,아래
4404,6,2017,정면,단어,KETI_SL_0000004404.MOV,아래
5242,7,2017,정면,단어,KETI_SL_0000005242.MOV,아래
6082,8,2017,정면,단어,KETI_SL_0000006082.MOV,아래
6918,9,2017,정면,단어,KETI_SL_0000006918.MOV,아래
7817,10,2017,정면,단어,KETI_SL_0000007817.MOV,아래
279,1,2017,정면,단어,KETI_SL_0000000279.MOV,아들
1110,2,2017,정면,단어,KETI_SL_0000001110.MTS,아들
1871,3,2017,정면,단어,KETI_SL_0000001871.MOV,아들
2793,4,2017,정면,단어,KETI_SL_0000002793.MOV,아들
